"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","perp.cat"
"485",200905310017,2009,5,31,"",0,"",217,"United States",1,"North America","Kansas (U.S. State)","Wichita",37.68698,-97.335579,1,0,"The attack took place in Wichita, Kansas.","05/31/2009: On Sunday morning, in Wichita, Kansas, USA, Dr. George Tiller, an abortion doctor who held a practice, was shot dead in the foyer of the Reformation Lutheran Church. The gunman fired only one shot, fatally wounding Tiller, threatened two others, and then escaped. No damage was reported and no group claimed responsibility. Scott Roeder was convicted for the murder.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",5,"Abortion Related",41,"Personnel","","The target was Dr. George Tiller, a late term abortion doctor.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive for the attack is due to the target being an abortion doctor.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Unknown weapons were used in the attack.",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","MSNBC, ""Suspect Held in Slaying of Kan. Abortion Doctor,"" http://www.msnbc.msn.com/id/31029377/?ocid=twitter (May 31, 2009).","Associated Press, ""Suspect Jailed in Kansas Abortion Doctor's Killing,"" Yahoo News, May 31, 2009, http://news.yahoo.com/s/ap/us_tiller_shooting.","National Counterterrorism Center, ""One Medical Doctor Killed in Armed Attack in Wichita, Kansas, United States,"" Worldwide incidents Tracking System, December 29, 2009.","ISVG",-9,-9,0,-9,"","anti-abortion"
"486",200906010028,2009,6,1,"",0,"",217,"United States",1,"North America","Arkansas (U.S. State)","Santa Fe Heights",34.757014,-92.375286,1,0,"A military recruiting station in a shopping center in a suburban neighborhood of Little Rock","6/1/2009: Abdulhakim Muhammad shot two soldiers outside of a military recruiting station in suburban Little Rock, Arkansas, United States.  One of the soldiers, William Long, was killed in the attack and the second soldier, Quinton Ezeagwula, was injured.  Muhammad stated upon arrest that he had intended to kill as many military personnel as possible.  He denied any affilitation with known organizations but later recanted, claiming that he was a soldier for Al-Qa`ida and that the attack on the military recruiting station was ""a Jihadi attack.""  Muhammad had spent time in Yemen, returning four months before the attack; he stated that he had wanted to form his own terrorist cell upon return to the United States.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","United States military","William Long and Quinton I. Ezeagwula, soldiers who were outside of a military recruiting station",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The assailant stated that the attack was in retribution for the death of Muslims at the hands of United States military",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",6,"Other Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","An SKS semi-automatic rifle",1,1,0,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The assailant's claim to be a soldier of Al-Qa`ida in the Arabian Peninsula (AQAP) has been questioned by authorities and AQAP has not claimed the attack or affiliation with the attacker. He has been found mentally competent and maintains his claim of membership in the organization.","Chuck Bartels, ""Police: Man charged in recruiter death hoped to 'kill as many people in the Army as he could',"" Associated Press, June 2, 2009.","James Dao and Steve Barnes, ""Man claims terror ties in Little Rock shooting,"" The New York Times, January 22, 2010.","""Man charged with killing soldier at Ark. recruiting office says he wanted to start terror cell,"" Associated Press, May 21, 2011.","UMD Miscellaneous",-9,-9,0,-9,"","jihadis"
"487",200906100003,2009,6,10,"",0,"",217,"United States",1,"North America","District of Columbia","Washington",38.89037,-77.031959,1,0,"The attack occurred at the National Holocaust Memorial Museum.","06/10/2009: On Wednesday afternoon at approximately 1240, in Washington, District of Columbia., United States, an assailant armed with a rifle entered the National Holocaust Memorial Museum and fired upon civilians, killing one security guard, Stephen Tyrone, and injuring an unknown number of civilians. The shooter was wounded critically in the attack and identified as white supremacist, James W. von Brunn. Officials believe the attack may have been politically motivated. No group has claimed responsibility for the attack. The attackers indictment on July 30th included murder, illegal use of a firearm and committing a bias-related crime he was unable to attend his proceedings due to his fragile medical condition.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",1,"Business",NA,"","","The civilians inside The National Holocaust Museum",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive for the attack is unknown.",1,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A rifle was used in the attack,",1,1,0,NA,NA,1,-9,4,"Unknown",NA,"It is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Fox News,""Gunman Opens Fire Inside Holocaust Museum, Kills Security Guard,""  Fox News, June 10, 2009.","The Washington Post, ""Holocaust Museum Shooting Suspect Charged With Murder, White Supremecist Was Injured After Attack, Remains in Critical Condition,"" http://www.washingtonpost.com/wp-dyn/content/article/2009/06/11/AR2009061101086.html (June 11, 2009).","Press TV, ""White Supremacist Indicted for Museum Shooting,"" http://www.presstv.ir/detail.aspx?id=101972&sectionid=3510203 (July 30, 2009).","ISVG",-9,-9,0,-9,"","anti-Jew"
"488",200907030004,2009,7,3,"",0,"",217,"United States",1,"North America","California (U.S. State)","Huntington Beach",33.660191,-117.999215,1,0,"The attack took place in Huntington Beach, California, United States.","07/03/2009: On Friday night at 2355, in Huntington Beach, California, United States, three men and a woman, Bret MacDonald Hicks, 30, of Riverside, Michael Aaron Powell, 21, of Anaheim, and Brian Charles Hanson, 27, stabbed a Latino, Sergio Hernandez, three times, while yelling racial slurs at the victim, and then as the victim fell to the ground, the assailants punched and kicked the victim. Neighbors came to the rescue of the victim to break up the assault. The victim was hospitalized and released the next day. The assailants sustained bruises and cuts from the assault. No other injuries or casualties were reported. Authorities identified the four attackers as white supremacist based on their tattoos of power slogans and insignia and on 12/18/2009 they pleaded guilty to the charges of attempted murder, aggravated assault and hate crime battery causing injury.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","","Assailants targeted a Latino man on the street.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","The specific motive for the attack is unknown.",0,NA,NA,4,4,0,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",9,"Melee",22,"Hands, Feet, Fists",NA,"",NA,"",NA,"",NA,"","The victim was stabbed with a knife, punched and kicked in the attack.",0,0,0,5,1,4,-9,4,"Unknown",NA,"It is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Annie Burris,""Not Guilty Pleas in Group Attack of Latino Man,"" Orange County Register, September 4, 2009.","One People Project,""Next on The White Power Chopping Block: Bret Hicks, Mike Powell, Brian Hanson, and Erin Brooks,"" http://www.onepeoplesproject.com/index.php?option=com_content&view=article&id=200:next-on-the-white-power-chopping-block-bret-hicks-mike-powell-brian-hanson-and-erin-brooks&catid=34:ye-olde-white-power-chopping-block (September 14, 2009).","Jon Cassidy,""Skinheads sentenced for stabbing Latino,"" http://www.ocregister.com/articles/hicks-224875-white-prosecutors.html (December 18, 2009).","ISVG",-9,-9,0,-9,"","anti-minority"
"489",200908240016,2009,8,24,"",0,"",217,"United States",1,"North America","California (U.S. State)","San Mateo",37.54703,-122.314834,1,0,"The bombing took place at Hillsdale High School in San Mateo, California.","08/24/2009: On Monday morning, in San Mateo, California, United States, at Hillsdale High School, authorities arrested a 17 year old boy armed with ten pipe bombs, a two foot sword and a chainsaw, after he threw two of the lightened pipe bombs into a hallway near the school library. He intended to kill people with the bombs and slaughter survivors with a chainsaw. No injuries or causalities were reported and minor damage was caused to the building. No group claimed responsibility.",0,1,1,1,2,"Other Crime Type",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",8,"Educational Institution",49,"School/University/Educational Building","","A high school was targeted in the attack.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"","Ten pipe bombs, a two foot sword and a chainsaw was used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"The explosions caused minor damages to the school building.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Contra Costa Times,""All Safe After Chaos- Former Student Arrested Still Strapped with Bombs,"" http://infoweb.newsbank.com/iw-search/we/InfoWeb?p_product=NewsBank&p_theme=aggregated5&p_action=doc&p_docid=12A61A118ABAC3E0&p_docnum=225&p_queryname=27 (August 25, 2009).","China View,""Teenager Arrested in U.S. High School Explosion,"" http://news.xinhuanet.com/english/2009-08/25/content_11940803.htm, (June 25, 2009).","","ISVG",-9,-9,0,-9,"",NA
"490",200909040003,2009,9,4,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Everett",47.976575,-122.206419,1,0,"The attack took place at two transmission towers in Everett, Snohomish, Washington, United States.","09/04/2009: On Friday night at about 0330, assailants toppled two radio transmission towers belonging to the sports radio station KRKO with a bulldozer in Everett, Washington, United States, after assailants stole construction equipment from the site. The Earth Liberation Front claimed responsibility for the attack.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",16,"Telecommunication",88,"Radio","KRKO Radio Station","Two radio transmission towers",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The specific motive for the attack is unknown.",0,NA,NA,-99,0,1,5,"Note left at scene",NA,NA,"",NA,NA,"",NA,11,"Sabotage Equipment",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Unknown weapons were used in the attack.",0,0,0,0,0,0,1,4,"Unknown",NA,"Two transmission towers were damaged in the attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Kiro TV, ""Two Radio Transmission Towers Damaged in Assault by Earth Liberation Front in Snohomish, Washington, United States,"" Kiro TV, September 4, 2009.","Associated Press, ""Vandals Bring Down KRKO Towers,"" http://www.radioink.com/Article.asp?id=1486342&spid=24698#Scene_1 (September 4, 2009).","","ISVG",0,1,0,1,"","eco-terror"
"491",200911060002,2009,11,5,"",0,"",217,"United States",1,"North America","Texas (U.S. State)","Killeen",31.13,-97.78,1,0,"The attack took place at Fort Hood military base in Killeen, Texas, United States.","11/05/2009: On Thursday afternoon at 1330, in Ft. Hood, Texas, United States, Major Nidal Malik Hasan opened fire on fellow soldiers with two pistols semiautomatic capable of firing up to 20 rounds without reloading, killing 13 and wounding 31 others. Military police forces shot the gunman, a military psychiatrist who was soon to be deployed to Iraq, and who was believed to be a recent convert to Islam who had complained he was being harassed by his military colleagues. Sources indicate that the shooting may have started during a graduation ceremony attended by large numbers of young military personnel at the base's Soldier Readiness Center, where soldiers who are about to be deployed or who are returning undergo medical screening. Hasan survived the gunshot wounds and was charged with 13 counts of premeditated murder and 32 counts of attempted premeditated murder. No group claimed responsibility for the attack, and Hasan was sentenced to death in August 2013.",1,1,0,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","United States Army","Military personnel",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic Weapon",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Two semiautomatic pistols were used in the attack.",13,13,0,32,31,1,-9,4,"Unknown",NA,"It is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Australian, ""Gunman Army Major Malik Nadal Hasan Kills 12 and Injures 31 Soldiers in Massacre at Texas Base Fort Hood,"" http://www.theaustralian.com.au/news/gunman-army-major-hassan-malik-kills-12-and-injures-31-soldiers-in-massacre-at-texas-base-fort-hood/story-e6frg6n6-1225794947581 (November 6, 2009).","MSNBC, ""Gunman Kills Twelve, Wounds Thirty One at Fort Hood,"" http://www.msnbc.msn.com/id/33678801/ns/us_news%20-crime_and_courts (November 5, 2009).","The Washington Post, ""Nidal Hasan sentenced to death for Fort Hood shooting rampage,"" August 28, 2013.","ISVG",-9,-9,0,-9,"","jihadis"
"492",200912250024,2009,12,25,"",0,"",217,"United States",1,"North America","Michigan (U.S. State)","Detroit",42.331685,-83.047924,1,0,"The attack occurred on board of Northwest Flight 253 from Amsterdam, Netherlands which was close to the Detroit airport in Michigan.","12/25/2009: On Friday morning, in Detroit, Michigan, United States, as the plane was approaching the destination, a would-be suicide bomber, identified as Umar Farouk Abdulmutallab, a 23-year-old Nigerian national, on board of Northwest Flight 253 from Amsterdam, Netherlands detonated a device that was attached to his body while on the plane. The bomb was a six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe. The explosives were sewn into his underwear. The assailant was wounded and damage was done to the aircraft. A passenger who tried to put the explosion out was also injured. 290 people in total were on board. No other injuries or casualties were reported. Al Qaeda in the Arabian Peninsula claimed responsibility.",1,1,1,0,NA,"",0,0,1,3,"Bombing/Explosion",NA,"",NA,"",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","","The target was Northwest Flight 253 from Amsterdam to Detroit.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Al-Qa`ida in the Arabian Peninsula (AQAP)","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,1,1,10,"Unknown",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe was used in the attack.",0,0,0,2,1,1,1,3,"Minor (likely < $1 million)",NA,"The attack caused an unknown amount of property damage.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Daily News, “Terror Suspect Umar Farouk Abdulmutallab Faces Twenty Years, Fine For Attack on Flight 253,” http://www.nydailynews.com/news/national/2009/12/26/2009-12-26_terror_suspect_umar_farouk_abdulmutallab_charged_with_trying_to_blow_up_northwes.html (December 26, 2009).","FBIS Report, “Umar Farouk Abdulmutallab Indicted for Attempted Bombing of Flight 253 on Christmas Day,” http://detroit.fbi.gov/dojpressrel/pressrel10/de010610.htm (January 6, 2010).","National Counterterrorism Center, “One Civilian Wounded In IED Attack Over Detroit, Michigan, United States,” Worldwide Incidents Tracking System, April 8, 2010.","ISVG",1,1,0,1,"","jihadis"
"493",201002170017,2010,2,17,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Clearwater",27.9656,-82.799764,1,0,"The attack took place in Clearwater in Tampa Bay.","02/17/2010: On Wednesday afternoon, in Clearwater, Tampa Bay, Florida, two acid bombs went off at popular restaurants along the water. No injuries were reported. No group claimed responsibility.",0,1,1,1,2,"Other Crime Type",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",2,"Restaurant/Bar/Café","","Restaurants",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","The specific motive for the attack is unknown.",0,NA,NA,-99,0,0,NA,"",NA,NA,"",NA,NA,"",NA,2,"Chemical",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Two acid bombs were used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Two restaurants were damaged in the attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","My Fox Tampa Bay, ""Acid Bombs Planted at Restaurants,"" http://www.myfoxtampabay.com/dpp/news/local/acid-bombs-planted-restaurants-021710 (February 17, 2010.)","St. Petersburg Times, ""Boy's Acid Bomb Separate from Other Attacks,"" LexisNexis Academic, St. Petersburg Times, February 18, 2010.","St. Petersburg Times, ""Camera Catches Trio of Acid Bomb Suspects,"" LexisNexis Academic, St. Petersburg Times, February 18, 2010.","ISVG",-9,-9,0,-9,"",NA
"494",201002180013,2010,2,18,"",0,"",217,"United States",1,"North America","Texas (U.S. State)","Austin",30.267605,-97.742984,1,0,"The attack took place at the Internal Revenue Service building in Austin.","02/18/2010: On Thursday, in Austin, Texas, United States, Joseph Stack flew his private plane into the Internal Revenue Service building, igniting a fire throughout the seven-story building. He had problems with the IRS in the past and believed ""violence was the only answer."" Stack died on impact. Several workers were wounded and one was killed. The building was destroyed.",1,1,1,0,NA,"",0,1,1,7,"Facility/Infrastructure Attack",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","Internal Revenue Service","The target was the Internal Revenue Service building.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A private plane was used as a missile in the attack.",2,2,1,15,15,0,1,2,"Major (likely > $1 million but < $1 billion)",NA,"The attack severely damaged the building.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Fox News, ""Pilot Crashers into Texas Building in Apparent Anti-IRS Suicide,"" http://www.foxnews.com/story/0,2933,586581,00.html (February 18, 2010.)","Associated Press, ""Crews Find Body in Building Where Plane Crashed,"" LexisNexis Academic, Associated Press, February 19, 2010.","Xinhua News Agency, ""Austin Small Plance Crash Not Act of Terrorism,"" LexisNexis Academic, Xinhua News Agency, February 18, 2010.","ISVG",-9,-9,0,-9,"","left-wing"
"495",201002250007,2010,2,25,"",0,"",217,"United States",1,"North America","New York (U.S. State)","Harlem",40.809016,-73.948348,1,0,"The attack took place in a train station in Harlem in New York.","02/25/2010: On Thursday, at the train station in Harlem, New York City, New York, USA, police arrested Roosevelt Terry, an amputee who planted a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts and pens in a waiting area at a station. No group claimed responsibility. There were no reported casualties or damage.",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",100,"Train/Train Tracks/Trolley","","The targets were private citizens.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","An improvised explosive device was used in the attack consisting of a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts, and pens.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Wall Street Journal, ""Amputee Arrested in Alleged Bomb Attempt,"" http://online.wsj.com/article/SB10001424052748704479404575088111782246950.html?mod=googlenews_wsj (February 25, 2010.)","Wall Street Journal, ""Police Arrest Amputee in Bombing Attempt,"" LexisNexis Academic, Wall Street Journal, February 26, 2010.","","ISVG",-9,-9,0,-9,"",NA
"496",201003040016,2010,3,4,"",0,"",217,"United States",1,"North America","Virginia (U.S. State)","Arlington",38.89051,-77.086294,1,0,"At the entrance gates to the Pentagon","3/4/2010: At roughly 6:40 p.m., John Patrick Bedell walked up to the entrance of the Pentagon- in Arlington, Virginia, United States- drew out a gun and fired, wounding two police officers. Bedell was shot and critically wounded.  He later died of his wounds in the hospital.  The two police officers had non-life-threatening injuries and survived.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","United States Government","Pentagon Building",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","The specific motive is unknown; however, Bedell had a number of postings and videos on the internet in which he criticized government policies in many different areas and discussed various conspiracy theories.  He made no statement before, or at the time of, the shooting to indicate his exact motivation.",1,NA,NA,1,1,1,9,"Other",NA,NA,"",NA,NA,"",0,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,1,2,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The mental state of Bedell and his motive for the attack are unclear.  Before the attack occurred, Bedells parents (with whom he was living) had informed authorities that their son was mentally unstable.  Drug use and increasing paranoia greatly concerned Bedell's parents.","Allison Klein, Clarence Williams, and Martin Weil, ""2 officers shot at Pentagon's main entrance; suspect also wounded Motive unclear in Rush hour incident"", The Washington Post, March 5, 2010.","Anahad O'Connor and Ian Urbina, ""Gunman Wounds Two Pentagon Officers in Shootout at Subway Entrance"", The New York Times, March 5, 2010.","Gordon Lubold, ""Col. James Sabow: Pentagon shooter was obsessed with 1991 case; Pentagon shooter John Patrick Bedell was drawn to the 1991 case of Marine Corps Col. James Sabow.  Investigators sais the officer committed suicide, but others- including his brother- are sure he was murdered"", The Christian Science Monitor, March 5, 2010.","UMD Miscellaneous",-9,-9,0,-9,"",NA
"497",201004300006,2010,4,30,"",0,"",217,"United States",1,"North America","Colorado (U.S. State)","Denver",39.74001,-104.992259,1,0,"The attack took place at a sheepskin factory in Denver, Colorado, United States of America.","04/30/2010: On Friday night at 0315, in Denver, Colorado, United States of America, assailants set fire to a sheepskin factory and burned it to the ground. This is the second sheepskin factory in Colorado to be burned down. Police arrested one Walter Edmund Bond in connection to the sheepskin factory fire. The Animal Liberation Front claimed responsibility for the incident on the internet blog of BiteBack magazine.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","Sheepskin Factory","A sheepskin factory",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","North America","","","","","The specific motive for the attack is to stop the sheepskin business in Colorado.",0,NA,NA,1,1,1,7,"Posted to website, blog, etc.",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","An unknown incendiary device was used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"The attack destroyed a sheepskin factory.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Animal Liberation Press Office, ""Sheepskin Factory Burned to the Ground,"" http://www.animalliberationpressoffice.org/ (May 25, 2010).","Denver Channel, ""Suspect Arrested In Sheepskin Factory Arson,"" http://www.thedenverchannel.com/news/24370519/detail.html?taf=den (July 24, 2010).","CBS 4 Denver, ""Arrest Made In Sheepskin Factory Fire,"" http://cbs4denver.com/news/sheepskin.fire.arrest.2.1821401.html (July 23, 2010).","ISVG",0,1,0,1,"","eco-terror"
